event_cause,veh_type,event_type,weekday_name,hour,weekday,month,is_peak_hour,is_night,is_weekend,is_heavy_vehicle,is_closure_prone_cause,has_junction,cause_closure_interaction,priority_high,requires_road_closure
vehicle_breakdown,others,unplanned,Tuesday,23,1,1,0,1,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Tuesday,23,1,1,0,1,0,1,0,0,vehicle_breakdown_closure0,1,1
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,19,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,19,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Wednesday,2,2,1,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,5,2,1,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Thursday,21,3,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,2,2,1,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Wednesday,1,2,1,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,1,2,1,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,4,2,1,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,3,2,1,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Wednesday,3,2,1,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,3,2,1,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,others,unplanned,Wednesday,5,2,1,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Thursday,22,3,3,0,1,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Thursday,20,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,1
vehicle_breakdown,bmtc_bus,unplanned,Thursday,22,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,6,2,1,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,5,2,1,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Thursday,19,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Wednesday,8,2,1,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,8,2,1,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,19,2,1,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,20,2,1,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,20,2,1,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,19,2,1,1,0,0,1,0,0,vehicle_breakdown_closure0,1,1
vehicle_breakdown,lcv,unplanned,Wednesday,20,2,1,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,20,2,1,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Thursday,21,3,3,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,23,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,1
vehicle_breakdown,bmtc_bus,unplanned,Wednesday,21,2,1,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,19,2,1,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Wednesday,21,2,1,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Wednesday,22,2,1,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Wednesday,20,2,1,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_bus,unplanned,Wednesday,20,2,1,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,0,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Thursday,22,3,3,0,1,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,21,3,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,ksrtc_bus,unplanned,Thursday,22,3,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Wednesday,22,2,1,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Thursday,0,3,2,0,1,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,others,unplanned,Friday,1,4,3,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,1,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Wednesday,23,2,1,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Thursday,1,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Friday,2,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,0,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,0,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Friday,0,4,3,0,1,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,1,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,0,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,2,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Thursday,3,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Friday,4,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,ksrtc_bus,unplanned,Friday,4,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,1
vehicle_breakdown,others,unplanned,Friday,4,4,3,0,1,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_bus,unplanned,Thursday,2,3,2,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_car,unplanned,Friday,4,4,3,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,3,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,4,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,1,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Friday,5,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Friday,4,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,2,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,1,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,3,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Thursday,2,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Friday,5,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Thursday,5,3,2,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,5,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,6,3,2,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,3,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Friday,5,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Thursday,3,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Thursday,6,3,2,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,7,3,2,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,7,3,2,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_bus,unplanned,Thursday,8,3,2,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,8,3,2,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,4,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_car,unplanned,Friday,3,4,3,0,1,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Thursday,13,3,2,0,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,15,3,2,0,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,18,3,2,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Thursday,20,3,2,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Thursday,21,3,2,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,22,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,21,3,2,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Friday,7,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Thursday,20,3,2,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,21,3,2,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,private_car,unplanned,Friday,7,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Thursday,23,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_car,unplanned,Thursday,22,3,2,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Thursday,22,3,2,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,others,unplanned,Friday,4,4,2,0,1,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Friday,8,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,4,4,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Friday,8,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,5,4,2,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Friday,5,4,2,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Friday,6,4,2,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Friday,6,4,2,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Friday,6,4,2,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Friday,5,4,2,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,4,4,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,4,4,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_car,unplanned,Friday,5,4,2,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Friday,7,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Friday,13,4,3,0,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,ksrtc_bus,unplanned,Friday,7,4,2,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Friday,14,4,3,0,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,8,4,2,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,8,4,2,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Friday,18,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Friday,11,4,2,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Friday,19,4,2,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Friday,18,4,2,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Friday,18,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Friday,18,4,2,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Friday,21,4,2,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Friday,19,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Friday,21,4,2,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,22,4,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,ksrtc_bus,unplanned,Friday,22,4,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,1
vehicle_breakdown,heavy_vehicle,unplanned,Friday,20,4,2,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_car,unplanned,Saturday,0,5,2,0,1,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,ksrtc_bus,unplanned,Friday,22,4,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,1,5,2,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,ksrtc_bus,unplanned,Friday,22,4,2,0,1,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Friday,21,4,2,1,0,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,23,4,2,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,others,unplanned,Friday,19,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,truck,unplanned,Saturday,4,5,2,0,1,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,taxi,unplanned,Saturday,2,5,2,0,1,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Friday,20,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Saturday,6,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,5,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Friday,19,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,6,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Friday,19,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,3,5,2,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,6,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,6,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,taxi,unplanned,Saturday,6,5,2,1,0,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Friday,21,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,5,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,5,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,6,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,taxi,unplanned,Saturday,8,5,2,1,0,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Friday,19,4,3,1,0,0,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Saturday,9,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,7,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Friday,20,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,17,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Friday,23,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Friday,19,4,3,1,0,0,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,17,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,18,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,17,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,17,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_bus,unplanned,Saturday,21,5,2,1,0,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,ksrtc_bus,unplanned,Saturday,0,5,3,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,21,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,22,5,2,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,private_car,unplanned,Saturday,22,5,2,0,1,1,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Saturday,20,5,2,1,0,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,23,5,2,0,1,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,23,5,2,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Saturday,23,5,2,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,0,6,2,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Saturday,23,5,2,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,ksrtc_bus,unplanned,Sunday,0,6,2,0,1,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,1,6,2,0,1,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Friday,22,4,3,0,1,0,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,heavy_vehicle,unplanned,Sunday,2,6,2,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Sunday,2,6,2,0,1,1,0,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,ksrtc_bus,unplanned,Sunday,1,6,2,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Saturday,1,5,3,0,1,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Sunday,1,6,2,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,lcv,unplanned,Sunday,1,6,2,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,3,6,2,0,1,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,others,unplanned,Sunday,3,6,2,0,1,1,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,truck,unplanned,Sunday,2,6,2,0,1,1,0,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,lcv,unplanned,Sunday,2,6,2,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,5,6,2,1,0,1,1,0,0,vehicle_breakdown_closure0,0,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,4,6,2,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,bmtc_bus,unplanned,Sunday,4,6,2,0,1,1,1,0,0,vehicle_breakdown_closure0,1,0
vehicle_breakdown,others,unplanned,Saturday,2,5,3,0,1,1,0,0,0,vehicle_breakdown_closure0,0,0
